WKT,osm_id,access,amenity,man_made,name,operator,operational_status,watsan:cost,watsan:location,watsan:type,watsan:water_private,watsan:water_public,opening_hours,operator:type
POINT (36.780117307609878 -1.316447042082063),1367567689,,drinking_water,,WSUP (Jasho Letu),,operational,KShs 3 per 20L can,,Water Kiosk,,yes,06:00-21:00,cbo
POINT (36.780179291364483 -1.316880993420313),2452557803,,drinking_water,,Adhu,,,,,,,,,
POINT (36.780742624879153 -1.316856206466768),2452591101,,drinking_water,,,,,,,,,,,
POINT (36.780377010558517 -1.316509727938163),2452591079,,drinking_water,,,,,,,,,,,
POINT (36.780750080896013 -1.316420818199103),2452591070,,drinking_water,,,,,,,,,,,
POINT (36.779899915311127 -1.316281975307331),2452557806,,drinking_water,,Mama molly,,,,,,,,,
POINT (36.779639403878726 -1.315620899828488),2452590968,,drinking_water,,,,,,,,,,,
POINT (36.780247114168432 -1.316146634913136),2452591034,,drinking_water,,,,,,,,,,,
POINT (36.780699505745517 -1.316246950255783),2452591051,,drinking_water,,,,,,,,,,,
POINT (36.780198784806146 -1.31573055520805),2444373427,,drinking_water,,,,,,,,,,,
POINT (36.781108329031319 -1.316435187450068),2452591075,,drinking_water,,,,,,,,,,,
POINT (36.781139770066261 -1.316392259312547),2452591067,,drinking_water,,,,,,,,,,,
POINT (36.781214779392485 -1.316463925951758),2452608402,,drinking_water,,Odipo,,,,,,,,,
POINT (36.782041768443044 -1.316921945777801),2452608405,,drinking_water,,Robert musyoka,,,,,,,,,
POINT (36.781644802918997 -1.316591722472475),2452608457,,drinking_water,,,,,,,,,,,
POINT (36.781296975240984 -1.316175822457304),612007917,yes,drinking_water,,,,,,,,,yes,,
POINT (36.781158455024176 -1.315616858475346),2452590966,,drinking_water,,,,,,,,,,,
POINT (36.781811709898783 -1.316040841288682),1367567688,,drinking_water,,WSUP (Mwangi),,operational,KShs 3 per 20L can,,water Kiosk,,yes,06:00-21:00,Individual
POINT (36.781875400452428 -1.31583158903015),2452591006,,drinking_water,,,,,,,,,,,
POINT (36.782137528852331 -1.315681789548454),2452590995,,drinking_water,,,,,,,,,,,
POINT (36.776993056883242 -1.315568721468463),2429045885,,drinking_water,,,,,,,,,,,
POINT (36.776794349542392 -1.315306662149841),2105336481,,drinking_water,,Water Tap,,operational,Ksh 4 per20litre can,,,,yes,06:00-18:00,unknown
POINT (36.777225810373352 -1.31540652848698),2433443524,,drinking_water,,Hadijah suleiman,,,,,,,,,
POINT (36.777347711757407 -1.315362612445333),2433443529,,drinking_water,,Jacline oure,,,,,,,,,
POINT (36.777034020060192 -1.315216854289274),769072544,private,drinking_water,,,,operational,Ksh5 per 20litre can,,,yes,,06:00-21:00,private
POINT (36.776829922827645 -1.315055020516393),2105336480,,drinking_water,,Water Tap,,operational,ksh4 per 20litre can,,,,yes,06:00-20:00,private
POINT (36.777426673670888 -1.315426914870066),2433443561,,drinking_water,,Uzain musa,,,,,,,,,
POINT (36.777786628605227 -1.315553813365417),2433443541,,drinking_water,,Moleiti,,,,,,,,,
POINT (36.777203891480418 -1.314723898885101),2429056307,,drinking_water,,,,,,,,,,,
POINT (36.777188709952121 -1.31471869002808),2429056306,,drinking_water,,,,,,,,,,,
POINT (36.777130858447826 -1.314305124705969),2429056303,,drinking_water,,,,,,,,,,,
POINT (36.778294086909227 -1.315592161317092),941480261,yes,drinking_water,,,Ushirika,operational,3sh per 20litre can,,,,yes,06:00-21:00,ngo_cbo
POINT (36.778911588835534 -1.315441553550322),941479905,yes,drinking_water,,,,operational,3,,,,yes,06:00-19:00,private
POINT (36.779361554961348 -1.315313936586408),941479959,private,drinking_water,,,,operational,,,,yes,,07:00-18:00,private
POINT (36.779384551832621 -1.315258614944838),2444373416,,drinking_water,,,,,,,,,,,
POINT (36.776907357605133 -1.314024385210491),2429056295,,drinking_water,,,,,,,,,,,
POINT (36.776860285884247 -1.313877998320933),772439556,yes,drinking_water,,,,operational,3/= per 20lit,,,,yes,06:00-20:30,private
POINT (36.776842229747039 -1.313860395970448),2429056292,,drinking_water,,,,,,,,,,,
POINT (36.777114509109651 -1.31376097861103),769173607,yes,drinking_water,,,,operational,3/= per 20lit,,,,yes,06:00-20:30,private
POINT (36.777372056101612 -1.313046736164625),2433443552,,drinking_water,,Soso,,,,,,,,,
POINT (36.777369181492695 -1.312976775778221),941479972,yes,drinking_water,,,Tony nyang tek,operational,3/= per 20lit,,,,yes,06:00-18:00,ngo_cbo
POINT (36.778218358930779 -1.313230303587665),2433611751,,drinking_water,,Kaka,,,,,,,,,
POINT (36.779942315792532 -1.315226194306928),2444373414,,drinking_water,,,,,,,,,,,
POINT (36.780608686070288 -1.315384435754476),2452590943,,drinking_water,,,,,,,,,,,
POINT (36.780615603097978 -1.315351745694615),941480113,private,drinking_water,,,,operational,2,,,yes,,07:00-18:00,private
POINT (36.780214684986674 -1.315144379343451),2444373409,,drinking_water,,,,,,,,,,,
POINT (36.781397047563637 -1.315262207259268),7208317849,,drinking_water,,Pentecostal Fellowship Church,,,,,,,,,
POINT (36.781397047563637 -1.315262207259268),2452590889,,drinking_water,,Pentecostal Fellowship Church,,,,,,,,,
POINT (36.781355365734456 -1.314982006718642),2452590914,,drinking_water,,,,,,,,,,,
POINT (36.782046349850994 -1.314954974549425),2452590908,,drinking_water,,,,,,,,,,,
POINT (36.781350784326506 -1.314905400603814),844847408,yes,drinking_water,,,,,,,,,yes,06:00-18:00,
POINT (36.781459210981296 -1.314642353328816),1367567691,,drinking_water,,WSUP (Kibera Kids Youth Organisation),,non_operational,,,water_kiosk,,,,cbo
POINT (36.779674168680224 -1.313520113772634),772439543,private,drinking_water,,,,operational,none,,,yes,,24/7,other;government
POINT (36.779674078848693 -1.313520383196404),769173608,private,drinking_water,,,,operational,,,,yes,,24/7,private
POINT (36.780183603277848 -1.313316339586592),769173606,yes,drinking_water,,,,operational,3/= per 20lit,,,,yes,06:30-18:00,private
POINT (36.780184501593133 -1.313314812851759),772439557,yes,drinking_water,,,,operational,3/= per 20lit,,,,yes,06:30-18:00,other;government
POINT (36.781733107311425 -1.313771126905348),1980680622,,drinking_water,,HNP Well Head;HNP showers,,,,,,,,,
POINT (36.773538675289686 -1.311751705331483),4734746683,,drinking_water,,,,,,,,,,,
POINT (36.773323169453029 -1.311603881380998),2433643000,,drinking_water,,,,,,,,,,,
POINT (36.772257767526057 -1.311024350341417),2433611748,,drinking_water,,C.D.F,,,,,,,,,
POINT (36.772346790570715 -1.311109218912086),2433642993,,drinking_water,,Kwa songi,,,,,,,,,
POINT (36.77241551168995 -1.311050125240955),2433642992,,drinking_water,,,,,,,,,,,
POINT (36.772481897189451 -1.310982589615105),2433655010,,drinking_water,,Mama songi,,,,,,,,,
POINT (36.772467973302547 -1.310914604947361),2433642989,,drinking_water,,,,,,,,,,,
POINT (36.77186017318131 -1.310290349345138),769114199,yes,drinking_water,,St Secilia SH Academy Water Tank,,operational,,,,,yes,07:00-18:00,private
POINT (36.772251389487543 -1.31071945211936),2433611757,,drinking_water,,Kwa mama eliud,,,,,,,,,
POINT (36.772300976491231 -1.310511097495596),2433611754,,drinking_water,,Kwa chalie,,,,,,,,,
POINT (36.772085290991505 -1.310284422014542),2433581168,,drinking_water,,Gideon,,,,,,,,,
POINT (36.772175481846034 -1.310173419275455),2433581180,,drinking_water,,P.C anyango,,,,,,,,,
POINT (36.772799451642385 -1.31083332869088),2433642987,,drinking_water,,,,,,,,,,,
POINT (36.773823261571692 -1.311232345690436),2433642996,,drinking_water,,,,,,,,,,,
POINT (36.773526278538768 -1.311042491559935),2433642991,,drinking_water,,,,,,,,,,,
POINT (36.77338668034362 -1.310918017652001),2433642979,,drinking_water,,kwaho water point,,,,,,,,,
POINT (36.772931503989142 -1.310643025489989),2433642983,,drinking_water,,,,,,,,,,,
POINT (36.773076042918362 -1.310574232540759),2433655013,,drinking_water,,,,,,,,,,,
POINT (36.772630478537444 -1.310175574668497),2433581171,,drinking_water,,Mama akoth,,,,,,,,,
POINT (36.772659044963476 -1.310193177044922),2433581172,,drinking_water,,Mama akoth,,,,,,,,,
POINT (36.772959980583657 -1.310321602542565),2433581184,,drinking_water,,Victor,,,,,,,,,
POINT (36.773261994182171 -1.31030911922525),2433655009,,drinking_water,,Kwa mzee,,,,,,,,,
POINT (36.773016215120442 -1.310221556386215),2433581177,,drinking_water,,Mama mboga,,,,,,,,,
POINT (36.773560414519565 -1.310698975889854),612009063,yes,drinking_water,,,,operational,3sh per 20litre can,,,,yes,24/7,private
POINT (36.773611259164639 -1.310720080775534),2433642984,,drinking_water,,,,,,,,,,,
POINT (36.773585297852932 -1.310328876993623),2433642981,,drinking_water,,,,,,,,,,,
POINT (36.774129856578163 -1.312743275116238),2444298684,,drinking_water,,,,,,,,,,,
POINT (36.774400878299382 -1.312468462770752),2444298677,,drinking_water,,,,,,,,,,,
POINT (36.774784908083348 -1.31281134954225),769111497,yes,drinking_water,,Area D Watertank (Motu Project),,operational,KShs 3 per 20L,,,,yes,06:00-20:00,ngo_cbo
POINT (36.774205584556611 -1.312107524549526),2433643007,,drinking_water,,,,,,,,,,,
POINT (36.774280593882835 -1.312041246263885),2433643009,,drinking_water,,,,,,,,,,,
POINT (36.774482445327187 -1.312013046559176),2433643005,,drinking_water,,,,,,,,,,,
POINT (36.774573983654641 -1.311515600123284),2433642998,,drinking_water,,,,,,,,,,,
POINT (36.775008678420626 -1.311902223512688),1809764829,,drinking_water,water_tower,Community Water Point (mama mercy),,,,,,,,,
POINT (36.775007510610749 -1.311847889683414),769106827,yes,drinking_water,,Bombolulu water tank,,operational,KShs 5 per 20L,,,,yes,08:00-19:00,private
POINT (36.775093299720389 -1.312032085850297),769107214,yes,drinking_water,,Ma Brick General Shop Water Tank,,operational,3 per can,,,,yes,09:00-21:00,private
POINT (36.775059253571115 -1.311983409926476),2438933696,,drinking_water,,Mama phenix,,,,,,,,,
POINT (36.774698400321483 -1.311736437973704),2433643003,,drinking_water,,kengo water point,,,,,,,,,
POINT (36.775091682752873 -1.311771014048548),2438933698,,drinking_water,,Orthodox church,,,,,,,,,
POINT (36.775689242079871 -1.312811978197903),2438933688,,drinking_water,,Gladys kwamboka,,,,,,,,,
POINT (36.775447415605385 -1.312473312400635),2438933695,,drinking_water,,Mama maureen,,,,,,,,,
POINT (36.776538689012533 -1.312629847671417),2433443536,,drinking_water,,John chomba,,,,,,,,,
POINT (36.776152054114249 -1.312231459550496),2438933690,,drinking_water,,Kwa jaramba,,,,,,,,,
POINT (36.776649091960948 -1.312489747257419),2433443573,,drinking_water,,,,,,,,,,,
POINT (36.775675228361436 -1.311690995131743),2438933692,,drinking_water,,Kwa kevo,,,,,,,,,
POINT (36.776050364824087 -1.311788346989792),2438933691,,drinking_water,,Kwa kama,,,,,,,,,
POINT (36.774216184676966 -1.311250756331477),769105841,yes,drinking_water,,,,operational,3sh per 20litre can,,,,yes,08:00-20:00,private
POINT (36.774215196530157 -1.311250576715465),769135341,yes,drinking_water,,Wa Getto Water Tank,,operational,3sh per 20litre can,,,,yes,24/7,ngo_cbo
POINT (36.774242325651741 -1.311203158088535),2433642994,,drinking_water,,,,,,,,,,,
POINT (36.774530325531828 -1.311259916747928),2433642995,,drinking_water,,bombolulu,,,,,,,,,
POINT (36.77406409989937 -1.310664309992176),2433643011,,drinking_water,,pefa water point,,,,,,,,,
POINT (36.776067522646009 -1.31130805383781),2438933693,,drinking_water,,Kwa njoro,,,,,,,,,
POINT (36.776485778242296 -1.311133107842568),941479914,yes,drinking_water,,Ayany Point Water Place,,operational,KShs 5 per 20L,,,,yes,06:00-20:00,private
POINT (36.772017198692971 -1.310050292445033),2433581166,,drinking_water,,Christine awino,,,,,,,,,
POINT (36.772198478717314 -1.310047059355323),2433581178,,drinking_water,,Mama nancy,,,,,,,,,
POINT (36.772120504950642 -1.309922944630101),2433581161,,drinking_water,,Ager midamba,,,,,,,,,
POINT (36.772160120654682 -1.309859091104098),2433581181,,drinking_water,,Paul ogambo,,,,,,,,,
POINT (36.772325949656128 -1.309998742625104),2433581183,,drinking_water,,Philo,,,,,,,,,
POINT (36.772480998874165 -1.309951413782523),2433581174,,drinking_water,,Mama davis,,,,,,,,,
POINT (36.772405181064187 -1.309885494672024),2433581163,,drinking_water,,Baba samora,,,,,,,,,
POINT (36.77197255242335 -1.309478574347902),769117102,yes,drinking_water,,Ujamii Water Tank,Agogo,operational,5sh per 20 litre can,,,,yes,07:00-20:00,private
POINT (36.772170990269615 -1.3094942907598),2433621596,,drinking_water,,,,,,,,,,,
POINT (36.77222381120832 -1.309486657074034),2433581169,,drinking_water,,Mama Jackia,,,,,,,,,
POINT (36.771987823783185 -1.309290516245982),2433621554,,drinking_water,,Tujiinue youth group,,,,,,,,,
POINT (36.772036063313941 -1.309133352109872),2433621556,,drinking_water,,Ushirika C.B.O,,,,,,,,,
POINT (36.772498426190673 -1.309398824782044),2433621594,,drinking_water,,,,,,,,,,,
POINT (36.772349216021979 -1.30916685052371),2433621591,,drinking_water,,,,,,,,,,,
POINT (36.77253480795968 -1.309009955804092),2433621588,,drinking_water,,,,,,,,,,,
POINT (36.772313822399788 -1.30890380264536),2433621586,,drinking_water,,,,,,,,,,,
POINT (36.772359456816226 -1.308752835243515),2433621584,,drinking_water,,,,,,,,,,,
POINT (36.772761273242814 -1.310069062326939),2433581164,,drinking_water,,Beatrice akinyi,,,,,,,,,
POINT (36.773180427154379 -1.310047059355323),2433581173,,drinking_water,,Mama bella,,,,,,,,,
POINT (36.772951985577627 -1.309632684988253),2433581175,public,drinking_water,,Mama dinda,,,,,,,,,
POINT (36.773265767106373 -1.309751231628223),2433581179,,drinking_water,,Mto,,,,,,,,,
POINT (36.773224444603308 -1.309481897246438),2433581167,,drinking_water,,Gachanja,,,,,,,,,
POINT (36.772664255192126 -1.30912284456441),2433621590,,drinking_water,,,,,,,,,,,
POINT (36.773189050981109 -1.309387688581222),2433581185,,drinking_water,,Vision sisters,,,,,,,,,
POINT (36.773202525710367 -1.309306502083277),769126670,yes,drinking_water,,Community Water Tank,,operational,3sh per 20litre can,,,,yes,24/7,private
POINT (36.772841313134627 -1.309010135420257),2433621589,,drinking_water,,,,,,,,,,,
POINT (36.772781754831286 -1.308829261930531),769122353,yes,drinking_water,,Fredy's Water Point,,operational,3sh per 20litre can,,,,yes,07:00-20:00,private
POINT (36.773011274386384 -1.309018936612585),769119678,yes,drinking_water,,,,operational,5 per 20litre can,,,,yes,,private
POINT (36.773079546347972 -1.30901992450152),769120130,yes,drinking_water,,St Collins Nursery Water Tank,,closed,,,,,yes,,private
POINT (36.773162101522587 -1.308862850156528),769127696,yes,drinking_water,,42 Techno Tank Water Place,,operational,5sh per 20 litre can,,,,yes,06:00-20:00,private
POINT (36.77234589225543 -1.30860330476218),2433621580,,drinking_water,,,,,,,,,,,
POINT (36.772607751160756 -1.3086916759306),2433621582,,drinking_water,,,,,,,,,,,
POINT (36.772205844902643 -1.308064725531187),2433621562,,drinking_water,,,,,,,,,,,
POINT (36.772227314637931 -1.30798048551429),5397994530,,drinking_water,,,,,,,,,,,
POINT (36.772602091774459 -1.308044877936838),2433621560,,drinking_water,,,,,,,,,,,
POINT (36.77278831253286 -1.308617314825663),2433621578,,drinking_water,,,,,,,,,,,
POINT (36.772745193399224 -1.308319062110904),2433621570,,drinking_water,,,,,,,,,,,
POINT (36.772749595144113 -1.307842630043429),769123028,yes,drinking_water,,Ushirika Funza Clinic Water Tank,,operational,3sh per 20litre can,,,,yes,06:00-20:30,ngo_cbo
POINT (36.776911759350028 -1.31166090945528),2429056287,,drinking_water,,,,,,,,,,,
POINT (36.781726908935958 -1.311793376236971),772458375,private,drinking_water,,,,operational,none,,,yes,,,faith_based_organization
POINT (36.781156748225129 -1.310452632466594),775536063,yes,drinking_water,,,,operational,5sh per 20 litre can,,,,yes,24/7,private
POINT (36.780621801473444 -1.309219298441533),772458370,yes,drinking_water,,Kibera zulu Football Club,,operational,2/= per 20lit,,,,yes,06:00-19:00,ngo_cbo
POINT (36.783015362547978 -1.316523827765168),1367567693,,drinking_water,,WSUP (Charles Kyalo),,operational,KShs 3 per 20L can,,Water Kiosk,,yes,06:00-21:00,Individual
POINT (36.782960924641756 -1.316453328629301),612009093,yes,drinking_water,water_tower,,,,,,,,yes,,
POINT (36.782383307914067 -1.316289249741049),2452608394,,drinking_water,,Mama mercy,,,,,,,,,
POINT (36.782408909899665 -1.315913942818113),2452608398,,drinking_water,,Mwangi,,,,,,,,,
POINT (36.78342750960033 -1.315672718956045),2452885353,,drinking_water,,,,,,,,,,,
POINT (36.783759796423922 -1.316214619438543),2452885365,,drinking_water,,,,,,,,,,,
POINT (36.783914306652797 -1.315929659189541),2452885360,,drinking_water,,,,,,,,,,,
POINT (36.784708058037843 -1.315761089874716),2452885356,,drinking_water,,,,,,,,,,,
POINT (36.785081218206862 -1.315728220204111),2452885354,,drinking_water,,,,,,,,,,,
POINT (36.782331654785231 -1.315306841765547),2452590934,,drinking_water,,,,,,,,,,,
POINT (36.782440620429199 -1.315103157533173),769145314,private,drinking_water,,,,,2,,,yes,,06:00-19:00,private
POINT (36.78329168432937 -1.315458976273955),2452885342,,drinking_water,,,,,,,,,,,
POINT (36.783050486675585 -1.315021432373536),2452885321,,drinking_water,,,,,,,,,,,
POINT (36.7830970194073 -1.314990448658464),2452885319,,drinking_water,,,,,,,,,,,
POINT (36.78337971922722 -1.31496808649864),2452885316,,drinking_water,,,,,,,,,,,
POINT (36.782516528070701 -1.314633192924757),2452590899,,drinking_water,,,,,,,,,,,
POINT (36.782811714473063 -1.314640287747513),2452885309,,drinking_water,,,,,,,,,,,
POINT (36.782671846783323 -1.314483393371116),769145318,private,drinking_water,,,,,3,,,yes,,06:00-19:00,private
POINT (36.782831207914732 -1.314376791405114),2456557485,,drinking_water,,,,,,,,,,,
POINT (36.78328764191059 -1.314664805299425),2452885310,,drinking_water,,,,,,,,,,,
POINT (36.783834176929453 -1.315581025143826),2452885352,,drinking_water,,,,,,,,,,,
POINT (36.783715599311947 -1.315358391476052),2452885340,,drinking_water,,,,,,,,,,,
POINT (36.784263571635258 -1.315179494218329),2452885328,,drinking_water,,,,,,,,,,,
POINT (36.784934882647086 -1.315026910653549),2452885322,,drinking_water,,,,,,,,,,,
POINT (36.784285221033606 -1.314750212593782),769145322,private,drinking_water,,,,operational,2,,,yes,,08:00-18:00,private
POINT (36.784260697026355 -1.314693903053035),844847399,yes,drinking_water,,CDF Mama Okinda,,,,,,,yes,,
POINT (36.783863192513124 -1.314343562484713),2456557481,,drinking_water,,,,,,,,,,,
POINT (36.784241293416208 -1.314541319458562),612009097,yes,drinking_water,water_tower,,,,,,,,yes,,
POINT (36.784714076750248 -1.314896509624338),769145315,private,drinking_water,,CDF Mama Okinda,,,,,,yes,,,government
POINT (36.784668891491457 -1.314824304092831),2456557517,,drinking_water,,,,,,,,,,,
POINT (36.784686678134079 -1.314757756455607),612008830,yes,drinking_water,water_tower,,,,,,,,yes,,
POINT (36.784909370493011 -1.314734226791282),612008837,yes,drinking_water,water_tower,,,,,,,,yes,,
POINT (36.784378466160099 -1.314449805220575),2456557492,,drinking_water,,,,,,,,,,,
POINT (36.784358164234682 -1.314365206186966),1367567690,,drinking_water,,WSUP (Francis Onyango),,operational,KShs 3 per 20L can,,water_kiosk,,yes,06:00-21:00,Individual
POINT (36.784608884030476 -1.314396998180827),612009098,yes,drinking_water,water_tower,,,,,,,,yes,,
POINT (36.784584180360163 -1.314306292208587),2456557480,,drinking_water,,,,,,,,,,,
POINT (36.782423372775746 -1.313896678366214),2456557465,,drinking_water,,,,,,,,,,,
POINT (36.78244358486964 -1.313902515880337),2456557466,,drinking_water,,,,,,,,,,,
POINT (36.782325725904357 -1.313614681513963),1377422271,,drinking_water,,Vision Brother Youth Group (KWAHO),,operational,,public_community,,,yes,07:00-19:00,ngo_self_help
POINT (36.783322945701258 -1.313573190254675),2456557452,,drinking_water,,,,,,,,,,,
POINT (36.783930566159441 -1.313836417258111),2456557463,,drinking_water,,,,,,,,,,,
POINT (36.784887002442446 -1.314223579135982),2456557475,,drinking_water,,,,,,,,,,,
POINT (36.784788726750364 -1.313940055586212),2456557467,,drinking_water,,,,,,,,,,,
POINT (36.783856814474611 -1.31355118731386),773549070,yes,drinking_water,,,,operational,shs 3 per 20lit,,,,yes,07:00-19:00,private
POINT (36.783906311646767 -1.313484010987244),773549073,yes,drinking_water,,,,operational,shs 3 per 20lit,,,,yes,07:00-20:00,private
POINT (36.784819359301544 -1.313383426109776),1377422295,,drinking_water,,Kisumu Ndogo Sodis Women Group (KWAHO),,non_operational,,public_community,water_tank,,,,
POINT (36.784846668086182 -1.313256976543814),1367567692,,drinking_water,,WSUP (Ogembo),,non_operational,,,Water Kiosk,,,,Individual
POINT (36.784444582165015 -1.312977224817938),1367652454,,drinking_water,,WSUP (Ogembo Water Tank),,non_operational,,public_community,water_tank,yes,,,private
POINT (36.785439825668291 -1.315390003841535),612009375,yes,drinking_water,water_tower,,,,,,,,yes,,
POINT (36.785532352142553 -1.315358391476052),2452885341,,drinking_water,,,,,,,,,,,
POINT (36.785439556173699 -1.315254753206829),2452885334,,drinking_water,,,,,,,,,,,
POINT (36.785538550518012 -1.31511070139393),2452885324,,drinking_water,,,,,,,,,,,
POINT (36.786174647570697 -1.315548335086548),2452885366,,drinking_water,,shofco,,,,,,,,,
POINT (36.786184798533405 -1.315326958725868),2452885338,,drinking_water,,,,,,,,,,,
POINT (36.786195757979876 -1.315316451206435),2452885308,,drinking_water,,kwaho,,,,,,,,,
POINT (36.785993098051776 -1.31500095617927),769145316,private,drinking_water,,Jack's Tank,,operational,2,,,yes,,07:00-20:00,private
POINT (36.786182103587556 -1.315265530150107),1377422287,,drinking_water,,Mama Okinda (kWAHO),,operational,,public_community,water_tank,,yes,08:00-21:00,cbo
POINT (36.786252621337361 -1.315239216446858),612008846,yes,drinking_water,water_tower,,,,,,,,yes,,
POINT (36.786046547811182 -1.314972397276455),1367567684,,drinking_water,,WSUP (Jack Ouma),,operational,KShs 3 per 20L can,,Water Kiosk,,yes,06:00-20:00,Individual
POINT (36.786047895284106 -1.314942940294613),2452885314,,drinking_water,,,,,,,,,,,
POINT (36.786344069833284 -1.314933959507379),2456557530,,drinking_water,,,,,,,,,,,
POINT (36.785377213092985 -1.314412085906576),2456557490,,drinking_water,,,,,,,,,,,
POINT (36.785402725247053 -1.314368888310579),612009382,yes,drinking_water,water_tower,,,,,,,,yes,,
POINT (36.78643560816073 -1.315348063572465),612009385,yes,drinking_water,water_tower,,,,,,,,yes,,
POINT (36.786574847029769 -1.315333155468096),2126109316,yes,drinking_water,water_tower,,,,,,,,yes,,
POINT (36.786364012432593 -1.314987484998744),2452885317,,drinking_water,,,,,,,,,,,
POINT (36.786743730303186 -1.315134231054718),612008467,yes,drinking_water,water_tower,Mama Wambui's Water Point,,,,,,,yes,,
POINT (36.786885843781135 -1.315247119538646),2452885332,,drinking_water,,,,,,,,,,,
POINT (36.787375245947921 -1.315169256121864),2452885327,,drinking_water,,,,,,,,,,,
POINT (36.787183725129346 -1.31506049879633),2456557535,,drinking_water,,,,,,,,,,,
POINT (36.787685883373172 -1.314957938209195),2456557532,,drinking_water,,,,,,,,,,,
POINT (36.787150577295364 -1.314898754821181),1377422299,,drinking_water,,Uyoma women group (KWAHO),,operational,,public_community,water_tank,,yes,08:00-18:00,
POINT (36.79105240973194 -1.316314036700229),612008896,private,drinking_water,,,,operational,3 per 20 litre can,,,yes,,Mo-Su 07:00-19:00,private
POINT (36.790532195350899 -1.315682238587675),612008897,private,drinking_water,,Water tanks (Lindi),,operational,3ksh per 20litres,,,yes,,Mo-Su 06:00-18:00,private
POINT (36.791250218757504 -1.315990279478473),612008898,private,drinking_water,,,,operational,3 per 20 litre can,,,yes,,Mo-Su 07:00-19:00,private
POINT (36.791676559191345 -1.315981657926354),612008899,private,drinking_water,,,,operational,3 per 20 litre can,,,yes,,Mo-Su 07:00-19:00,private
POINT (36.791291181934454 -1.31583787557894),612008900,private,drinking_water,,,,operational,3 per 20 litre can,,,yes,,Mo-Su 07:00-19:00,private
POINT (36.79136870654348 -1.315753725631612),612008376,private,drinking_water,,Water tank (Lindi),,operational,3ksh per 20litres,,,yes,,Mo-Su 07:00-19:00,private
POINT (36.793201449386139 -1.316633662720641),941480025,private,drinking_water,,Water point/tank (Lindi),,operational,3 per 20 litre can,,,yes,,Mo-Su 07:00-19:00,private
POINT (36.791923506062943 -1.316193514599287),612008901,private,drinking_water,,,,operational,3 per 20 litre can,,,yes,,Mo-Su 07:00-19:00,private
POINT (36.792306278205508 -1.316167021290166),612008902,private,drinking_water,,,,operational,3 per 20 litre can,,,yes,,Mo-Su 07:00-19:00,private
POINT (36.793085297219903 -1.315933790350021),612009175,private,drinking_water,,,,operational,3 per 20 litre can,,,yes,,Mo-Su 07:00-19:00,private
POINT (36.793008581094639 -1.315731632902173),1771323221,,drinking_water,,Water tank,,,,,,,,,
POINT (36.793100478748201 -1.315663199324377),1377422298,,drinking_water,,Anwa Junior Academy (KWAHO),,operational,,,water_tank,,yes,24/7,
POINT (36.787870666827111 -1.315423951210868),2452885346,,drinking_water,,,,,,,,,,,
POINT (36.788050599378529 -1.314989281156151),2452885318,,drinking_water,,,,,,,,,,,
POINT (36.788046287465157 -1.314919500439903),612889966,yes,drinking_water,water_tower,Baba Mwangi's Water Point,,,,,,,yes,,
POINT (36.788140880064574 -1.313661202015989),1377422300,,drinking_water,,Gotafogo Youth Group (KWAHO),,operational,,,water_tank,,yes,06:00-21:00,other
POINT (36.790261712618857 -1.313362321246589),769064963,private,drinking_water,,,,operational,shs 3 per 20lit,,,yes,,06:00-20:00,private
POINT (36.790489525374909 -1.315297052708914),612008907,private,drinking_water,,,,operational,3 per 20 litre can,,,yes,,Mo-Su 07:00-19:00,private
POINT (36.791364484461639 -1.315212543511892),612008378,private,drinking_water,,,,operational,3 per 20 litre can,,,yes,,Mo-Su 06:00-19:00,private
POINT (36.790685627601434 -1.31486965706995),5295839523,private,drinking_water,,St Augustus Water Tank,,operational,3ksh per 20litres,,,yes,,Mo-Su 06:00-19:30,private
POINT (36.792549991142096 -1.315087441156529),612009177,private,drinking_water,,,,operational,3 per 20 litre can,,,yes,,Mo-Su 07:00-19:00,private
POINT (36.792271243909425 -1.314532518285687),612008672,private,drinking_water,,,,operational,3 per 20 litre can,,,yes,,Mo-Su 07:00-19:00,private
POINT (36.792875989758706 -1.314771856292523),612008383,private,drinking_water,,,,operational,3 per 20 litre can,,,yes,,Mo-Su 07:00-19:00,private
POINT (36.791429881814331 -1.313833543404928),1771323220,,drinking_water,,Water tank,,,,,,,,,
POINT (36.791432486928642 -1.313812887585097),941479944,private,drinking_water,,Water point/tank (Lindi),,operational,3ksh per 20litres,,,yes,,Mo-Su 07:00-19:00,private
POINT (36.790598760513461 -1.313415307924065),769064957,private,drinking_water,,,,operational,shs 3 per 20lit,,,yes,,07:00-17:00,private
POINT (36.790629123570056 -1.313404081933156),769064949,private,drinking_water,,,,operational,shs 3 per 20lit,,,yes,,06:00-19:00,private
POINT (36.790656701849279 -1.313314453620041),769064959,private,drinking_water,,,,operational,shs 3 per 20lit,,,yes,,06:00-20:00,private
POINT (36.790788394869935 -1.313278979487212),769064941,private,drinking_water,,,,operational,shs:3 per 20 lit,,,yes,,06:00-20:00,private
POINT (36.790784352451155 -1.313251408451985),769064960,private,drinking_water,,,,operational,KShs 3 per 20L,,,yes,,06:00-20:00,private
POINT (36.79095467302902 -1.313499008910592),2126109300,yes,drinking_water,,Lindi ODM (Water Tank),,operational,3ksh per 20litres,,,,yes,Mo-Su 06:00-19:00,ngo_self_help
POINT (36.791142510754931 -1.31307763009587),612010597,yes,drinking_water,water_tower,,,,,,,,yes,,
